,article_id,libelle,prix,cond,famille
1761,35347,DOS DE COLIN ALASKA 120/140G -  C 5K,39.89,CARTO,SURGELES
1762,35348,SOUPE POISSON CONCENTREE 1 KG,4.46,CARTO,SURGELES
1763,35349,FILET ST PIERRE 200/300G -  C 5KG,86.53,CARTO,SURGELES
1764,35351,TARTARE DE DORADE 300G X6 - C1.8KG SG,48.69,CARTO,SURGELES
1765,35354,PAUPIETTE SAUMON 125G C 5KG,46.04,CARTO,SURGELES
1766,35355,PAVE DE SAUMON A/PEAU 180G SG - 3KG,64.9,SAC,SURGELES
1767,35358,TARTARE DE SAUMON 200G X6 - C1.2KG SG,31.36,CARTO,SURGELES
1768,35359,TARTARE DE THON 200G X 6 - C1.2KG SG,30.35,CARTO,SURGELES
1769,35360,BEIGNET CALAMARS GIGAS ROMAINE - C 8K,40.29,CARTO,SURGELES
1770,35361,SAMOSSAS CREVETTES 25G X 40 SG - SACHET,17.94,SACHE,SURGELES
1771,35362,SAMOSSAS LEGUMES 25G X 40 SG - SACHET,14.03,SACHE,SURGELES
1772,35366,FRITTO MISTO S/1KG C.5,80.64,CARTO,SURGELES
1773,35380,DAURADE ROYALE ENT/ELEV.140/160G - C 5K,28.99,UNI,SURGELES
1774,35390,CORDON BLEU DE DINDE 125G - 5 KG,32.73,CARTO,SURGELES
1775,35393,ESCALOPE VEAU MILANAISE 160/200G - C 5KG,69.0,CARTO,SURGELES
1776,35395,ESCALOPE DINDE VIENNOISE 125G - C 5KG,27.77,CARTO,SURGELES
1777,35400,NUGGETS POULET CUITS SG 20 G - 5 KG,23.6,CARTO,SURGELES
1778,35405,LAMELLES POULET ROTI SG - 1KG,9.24,SAC,SURGELES
1779,35410,TRANCHET. POULET ROTI SG IQF - C 4KG,39.15,CARTO,SURGELES
1780,35419,CHICKEN WINGS TEX MEX HALAL SG - 2.5 KG,19.11,SACHE,SURGELES
1781,35427,AIGUILLETTES POULETS PANES SG C.5KG,46.27,CARTO,SURGELES
1782,35428,ENTRECOTE 220G X 15 SG,20.41,KG,SURGELES
1783,35429,BAVETTE ALOYAU S/V 180G X 20 SG,17.97,KG,SURGELES
1784,35430,STEACK HACHE BOUCHER SG 180G 15% - 6KG,55.89,CARTO,SURGELES
1785,35431,STEACK HACHE 15% 120G CHARAL SG C 6K,53.57,CARTO,SURGELES
1786,35434,STEACK HACHE 100G 15% CHARAL SG - C 6K,55.2,CARTO,SURGELES
1787,35438,STEACK HACHE BOUCHER SG 150G 15% - 6KG,54.99,CARTO,SURGELES
1788,35439,TARTARE MINUTE 180G X16 SG CHARAL,47.07,CARTO,SURGELES
1789,35440,LAMELLES KEBAB VE/DIN/PLT SG - 850G,8.43,SAC,SURGELES
1790,35444,KEBAB POULET 8KG,41.0,SAC,SURGELES
1791,35449,HACHE BOEUF HALLAL SG 1KG CHARAL,7.07,SAC,SURGELES
1792,35451,HACHE BOEUF EGRENE SG 15% 1KG CHARAL,9.39,SAC,SURGELES
1793,35452,HACHE BOEUF EGRENE SG 20% 1KG,7.34,SAC,SURGELES
1794,35455,HACHE BOEUF EGRENE SG 20% HALAL 1KG,9.32,SAC,SURGELES
1795,35480,MERGUEZ SURGELEE - 1 KG,6.5,SAC,SURGELES
1796,35485,CARPACCIO ASSIETTE 4X75,22.2,CARTO,SURGELES
1797,35490,CARPACCIO BOEUF ANGUS 70G X10 SG,19.87,CARTO,SURGELES
1798,35491,SOURIS D'AGNEAU SG - KG,10.61,KG,SURGELES
1799,35495,CARPACCIO DE BOEUF CHAROLAIS 70GX20,30.52,CARTO,SURGELES
1800,35510,MELANGE 6 FRUITS ROUGES 1KG SG,5.79,SAC,SURGELES
1801,35511,FRAISE 1KG SURGELES,5.65,SAC,SURGELES
1802,35512,MYRTILLES SAUVAGES 1KG SG,7.79,SAC,SURGELES
1803,35513,FRAMBOISES WILLIAMETTES 1KG SG,5.9,SAC,SURGELES
1804,35514,ABRICOTS OREILLONS SURGELES 1KG,5.89,SAC,SURGELES
1805,35515,RHUBARBE MORCEAUX SURGELES 1KG,3.59,SAC,SURGELES
1806,35517,PECHES CUBES 1KG SG,5.72,SAC,SURGELES
1807,35580,MINI MACARONS 10G - BTE 72 PIECES,33.7,CARTO,SURGELES
1808,35588,TARTELETTES TATIN 120G X 18 SG,28.9,CARTO,SURGELES
1809,35589,MINI FOND TARTELETTE DIA 4CM 9G X125PCES,27.94,CARTO,SURGELES
1810,35591,FOND TARTE SUCRE BEURRE D10 CM 41GX45PCE,23.25,CARTO,SURGELES
1811,35600,PERSILLADE SG SACHET 250G,1.8,SACHE,SURGELES
1812,35605,CIBOULETTE  SG  SACHET 250 G,1.85,SACHE,SURGELES
1813,35610,BASILIC SG SACHET 250G,1.69,SACHE,SURGELES
1814,35620,AIL SURGELE - 250G,1.49,SACHE,SURGELES
1815,35630,PERSIL SACHET 250G  SG,1.45,SACHE,SURGELES
1816,35631,PERSIL SACHET SG 1KG,5.18,SACHE,SURGELES
1817,35700,PLAQUE P/FEUILLETEE BEURRE 714G - C 14PL,67.13,CARTO,SURGELES
1818,35712,BROWNIE 78G X 50 - CARTON - SG,58.07,CARTO,SURGELES
1819,35715,MUFFIN DBLE CHOC EMB.INDIV. 75GX24 SG,23.26,CARTO,SURGELES
1820,35720,DOONY'S SUCRE 49GX12,9.88,CARTO,SURGELES
1821,35721,DOONY'S CHOCOLAT 55GX12,5.79,CARTO,SURGELES
1822,35731,GAUFFRES DE BRUXELLES SG 85GX24,14.05,CARTO,SURGELES
1823,35732,BEIGNETS CHOCO NOISETTE 75 G X 48 SG,18.17,CARTO,SURGELES
1824,35742,MINI CHURROS POM'OIGNONS 10G SG - 1 KG,3.44,SACHE,SURGELES
1825,35745,PROFITEROLE 32G X 60 SG,27.48,CARTO,SURGELES
1826,35751,COULANT GOURMAND CHOCO SG 110GX27,31.05,CARTO,SURGELES
1827,35753,NOUGAT GLACÃ 140 ML X 16 SG,25.89,CARTO,SURGELES
1828,35754,DONUT FOURRÃ CHOCO/NOISETTE 69 G X 48 SG,19.2,CARTO,SURGELES
1829,35755,MASCOTTE FOURRÃE CHOC/NOIS 140 G X 55 SG,39.11,CARTO,SURGELES
1830,35756,DONUT SUCRÃ 49 G X 36 SG,18.53,CARTO,SURGELES
1831,35757,DONUT FOURRÃ CHOCOLAT 70G X 48 SG,19.2,CARTO,SURGELES
1832,35758,DONUT FOURRÃ FRAMBOISE 71G X 48 SG,19.2,CARTO,SURGELES
1833,35760,CREPE SUCREE 22CM 80G X 32 SG,14.56,BOITE,SURGELES
1834,35761,CREPE SUCREE 27CM X40 SG,19.65,BOITE,SURGELES
1835,35779,TARTE TROPEZIENNE 600G SG,6.65,BOITE,SURGELES
1836,35782,FLAN EPAIS PATISSIER 28CM - 2KG,8.2,BOITE,SURGELES
1837,35783,TARTE NORMANDE 750G DECOUPEE X 10 SG,5.1,BOITE,SURGELES
1838,35785,TARTE CITRON MERINGUEE SG 27CM 1KG,8.86,PIECE,SURGELES
1839,35786,TARTE NORMANDE AUX FIGUES 27CM SG,8.66,BOITE,SURGELES
1840,35801,PANINI BLANC SG 120G - CARTON 40 PIECES,13.36,CARTO,SURGELES
1841,35802,PAIN CLUB 140 SG  - CARTON 50 PIECES,20.65,CARTO,SURGELES
1842,35807,PETIT PAIN CARRE A L'ANC. SG 57GX120,22.37,CARTO,SURGELES
1843,35809,FOND PIZZA SCE TOMATE 29 CM 285G X 32,46.19,CARTO,SURGELES
1844,35814,PAINS HOT DOG P/DEC SG 85G X48 22CM,35.02,CARTO,SURGELES
1845,35815,NUGGETS POULET HALLAL - C. 6X1KG,41.91,CARTO,SURGELES
1846,35816,PAINS BAGNAT 150G X36 SG,17.49,CARTO,SURGELES
1847,35817,FOCACCIA TRAD RONDE 80GX65 SG,40.45,CARTO,SURGELES
1848,35818,PANECILLO 29CM 120 G X 72 SG,33.33,CARTO,SURGELES
1849,35819,BAGUETTINE 140G X 50 PRECUITE SG,19.49,CARTO,SURGELES
1850,35830,CIABATTA SANDWICH 160 G X 44 SG,23.54,CARTO,SURGELES
1851,35850,CROQUE MONSIEUR SG 220 G - CX18,27.35,CARTO,SURGELES
1852,35859,CROISSANT BEURRE  60G X70 SG,23.96,CARTO,SURGELES
1853,35863,PAIN RAISINS MINI 30GX150,33.33,CARTO,SURGELES
1854,35864,PAIN CHOCOLAT MINI 30 G X 150,27.68,CARTO,SURGELES
1855,35867,PAIN CHOCOLAT BEUR. 75G X70 SG,26.22,CARTO,SURGELES
1856,35869,CROISSANTS MINI 30 G X 150,26.06,CARTO,SURGELES
1857,35880,BOUCHEES DE CAMEMBERT SG - 1 KG,13.12,CARTO,SURGELES
1858,35885,QUICHES LORRAINE 180G X14,17.5,CARTO,SURGELES
1859,35900,FARCIS NICOIS SG - SAC 2KG,51.52,CARTO,SURGELES
1860,35920,RAVIOLIS A LA NICOISE SG 2KG,40.9,SAC,SURGELES
1861,37718,COOKIES CHOCOLAT SG 76G X30,29.65,CARTO,SURGELES
1862,37720,COOKIES 3 CHOC LAIT EMB.INDIV.106GX30 SG,32.75,CARTO,SURGELES
